sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
650,5.0,8.0,1.0,7.0,1.0,10.0,0.15625,0.25,0.03125,0.21875,0.03125,0.3125,0.73480755,0.77871066,-0.17765607,0.054407533,-0.52843237,0.5755948,0.77871066,0.73480755,0.043903057,Best Fit,ATTT,22,2,2
651,6.0,16.0,13.0,28.0,25.0,19.0,0.1875,0.5,0.40625,0.875,0.78125,0.59375,-0.3551148,-0.1276726,0.6585862,0.3906914,-0.54115105,0.36041644,0.6585862,0.3906914,0.2678948,Great Fit,MKT,20,2,3
652,2.0,2.0,17.0,21.0,28.0,19.0,0.0625,0.0625,0.53125,0.65625,0.875,0.59375,-0.5961236,-0.3672998,0.7608485,0.6394291,-0.07518469,0.29704678,0.7608485,0.6394291,0.12141941,Best Fit,MKT,19,2,2
653,17.0,19.0,11.0,14.0,18.0,20.0,0.53125,0.59375,0.34375,0.4375,0.5625,0.625,0.6831925,0.89454716,0.39980054,0.55189496,-0.68051726,0.7544193,0.89454716,0.7544193,0.14012785,Best Fit,ATTT,19,2,2
654,2.0,1.0,6.0,15.0,16.0,15.0,0.0625,0.03125,0.1875,0.46875,0.5,0.46875,-0.40580034,-0.10201648,0.72866255,0.7398985,-0.36727744,0.5012046,0.7398985,0.72866255,0.011235989,Best Fit,TMDT,19,2,2
655,11.0,13.0,23.0,13.0,15.0,21.0,0.34375,0.40625,0.71875,0.40625,0.46875,0.65625,0.025979508,-0.075314745,0.22622117,0.27541876,0.6704685,0.29325926,0.6704685,0.29325926,0.37720925,Great Fit,TTDPT,20,2,3
656,10.0,19.0,5.0,12.0,15.0,19.0,0.3125,0.59375,0.15625,0.375,0.46875,0.59375,0.6801968,0.86554265,0.4764498,0.47276595,-0.74539,0.83187014,0.86554265,0.83187014,0.03367251,Best Fit,ATTT,24,1,2
657,1.0,11.0,5.0,16.0,16.0,11.0,0.03125,0.34375,0.15625,0.5,0.5,0.34375,-0.18719088,0.04483796,0.7216531,0.4179097,-0.6387969,0.4618826,0.7216531,0.4618826,0.25977048,Great Fit,MKT,29,2,4
658,5.0,32.0,0.0,16.0,6.0,31.0,0.15625,1.0,0.0,0.5,0.1875,0.96875,0.8154961,0.85661197,0.121788844,0.15111749,-0.5468769,0.7302609,0.85661197,0.8154961,0.041115917,Best Fit,ATTT,14,1,1
659,3.0,2.0,29.0,13.0,10.0,1.0,0.09375,0.0625,0.90625,0.40625,0.3125,0.03125,-0.66625094,-0.85096383,-0.09491554,-0.32325783,0.7542998,-0.5605781,0.7542998,-0.09491554,0.8492154,Best Fit,TTDPT,15,2,2
660,0.0,0.0,6.0,7.0,11.0,4.0,0.0,0.0,0.1875,0.21875,0.34375,0.125,-0.7345173,-0.53143126,0.7350737,0.5101802,-0.034958947,0.08964395,0.7350737,0.5101802,0.2248935,Best Fit,MKT,21,1,2
661,5.0,18.0,3.0,10.0,12.0,19.0,0.15625,0.5625,0.09375,0.3125,0.375,0.59375,0.69888806,0.846182,0.48154765,0.452918,-0.6414452,0.8770013,0.8770013,0.846182,0.030819342,Best Fit,KETOAN,26,2,2
662,10.0,6.0,4.0,14.0,13.0,13.0,0.3125,0.1875,0.125,0.4375,0.40625,0.40625,-0.22273779,0.14504564,0.46309352,0.64837503,-0.7436667,0.44036284,0.64837503,0.46309352,0.18528152,Great Fit,TMDT,23,1,3
663,4.0,0.0,2.0,12.0,14.0,10.0,0.125,0.0,0.0625,0.375,0.4375,0.3125,-0.47912088,-0.120274596,0.6913774,0.7317915,-0.530927,0.38791546,0.7317915,0.6913774,0.040414095,Best Fit,TMDT,50,2,1
664,9.0,30.0,11.0,13.0,9.0,13.0,0.28125,0.9375,0.34375,0.40625,0.28125,0.40625,0.68354833,0.5215866,-0.1435642,-0.40949315,-0.24593562,0.18660885,0.68354833,0.5215866,0.16196175,Great Fit,CNTT,50,2,3
665,0.0,3.0,15.0,7.0,19.0,22.0,0.0,0.09375,0.46875,0.21875,0.59375,0.6875,-0.107516676,0.050885603,0.7682354,0.79027426,0.14844681,0.62653625,0.79027426,0.7682354,0.022038866,Best Fit,TMDT,28,2,3
666,5.0,0.0,2.0,7.0,9.0,12.0,0.15625,0.0,0.0625,0.21875,0.28125,0.375,-0.111997634,0.22695453,0.5872711,0.88455296,-0.40792474,0.64514005,0.88455296,0.64514005,0.23941289,Best Fit,TMDT,16,1,1
667,7.0,13.0,13.0,15.0,14.0,18.0,0.21875,0.40625,0.40625,0.46875,0.4375,0.5625,0.14141797,0.2678282,0.61342674,0.5296844,-0.21296363,0.7447467,0.7447467,0.61342674,0.13131993,Best Fit,KETOAN,16,1,1
668,12.0,4.0,1.0,13.0,12.0,20.0,0.375,0.125,0.03125,0.40625,0.375,0.625,0.12187264,0.44700778,0.3507772,0.7314658,-0.60380614,0.6431846,0.7314658,0.6431846,0.088281244,Best Fit,TMDT,18,2,2
669,0.0,0.0,23.0,8.0,2.0,0.0,0.0,0.0,0.71875,0.25,0.0625,0.0,-0.5187143,-0.7551495,-0.22951801,-0.401923,0.82274014,-0.5283963,0.82274014,-0.22951801,1.0522581,Best Fit,TTDPT,23,2,3
670,15.0,26.0,13.0,17.0,3.0,16.0,0.46875,0.8125,0.40625,0.53125,0.09375,0.5,0.6964265,0.47709557,-0.60287,-0.60698986,-0.11495408,0.02337496,0.6964265,0.47709557,0.21933094,Great Fit,CNTT,39,2,3
671,9.0,13.0,12.0,6.0,10.0,15.0,0.28125,0.40625,0.375,0.1875,0.3125,0.46875,0.7439086,0.65800345,0.22282879,0.3173917,0.27431905,0.63412255,0.7439086,0.65800345,0.085905135,Best Fit,CNTT,27,2,4
672,6.0,12.0,1.0,19.0,11.0,20.0,0.1875,0.375,0.03125,0.59375,0.34375,0.625,0.2700667,0.5149213,0.36250168,0.45096707,-0.78835726,0.7048199,0.7048199,0.5149213,0.18989861,Great Fit,KETOAN,34,1,4
673,11.0,18.0,29.0,15.0,22.0,11.0,0.34375,0.5625,0.90625,0.46875,0.6875,0.34375,-0.44665885,-0.6256098,0.18573163,-0.21896656,0.65552205,-0.3823018,0.65552205,0.18573163,0.4697904,Great Fit,TTDPT,22,2,3
674,23.0,16.0,11.0,18.0,16.0,17.0,0.71875,0.5,0.34375,0.5625,0.5,0.53125,0.13391894,0.29865104,-0.30413797,0.03888861,-0.56995636,-0.042140026,0.29865104,0.13391894,0.1647321,Good Fit,ATTT,30,1,2
675,11.0,10.0,13.0,16.0,22.0,29.0,0.34375,0.3125,0.40625,0.5,0.6875,0.90625,0.07270011,0.35291356,0.7272236,0.92996514,-0.2720826,0.83083117,0.92996514,0.83083117,0.09913396,Best Fit,TMDT,18,2,2
676,16.0,18.0,16.0,18.0,18.0,18.0,0.5,0.5625,0.5,0.5625,0.5625,0.5625,0.23207803,0.46123213,0.6495003,0.45837542,-0.787231,0.7020031,0.7020031,0.6495003,0.05250281,Great Fit,KETOAN,15,1,2
677,20.0,21.0,5.0,25.0,13.0,22.0,0.625,0.65625,0.15625,0.78125,0.40625,0.6875,0.39548686,0.5529612,-0.13832101,0.042343576,-0.82550794,0.350193,0.5529612,0.39548686,0.15747434,Good Fit,ATTT,16,1,2
678,21.0,19.0,10.0,23.0,10.0,29.0,0.65625,0.59375,0.3125,0.71875,0.3125,0.90625,0.56004024,0.6565218,-0.22713749,0.15430284,-0.4853809,0.50814,0.6565218,0.56004024,0.09648159,Great Fit,ATTT,59,1,2
679,9.0,30.0,6.0,12.0,5.0,21.0,0.28125,0.9375,0.1875,0.375,0.15625,0.65625,0.89122933,0.8151253,-0.102249905,-0.13241862,-0.3800519,0.51142204,0.89122933,0.8151253,0.07610402,Best Fit,CNTT,55,2,3
680,7.0,23.0,12.0,7.0,8.0,12.0,0.21875,0.71875,0.375,0.21875,0.25,0.375,0.74236804,0.5356725,-0.074824736,-0.31484342,0.02325388,0.24780497,0.74236804,0.5356725,0.20669557,Best Fit,CNTT,15,2,1
681,26.0,6.0,3.0,16.0,29.0,24.0,0.8125,0.1875,0.09375,0.5,0.90625,0.75,-0.14023863,0.21192285,0.43907794,0.7370857,-0.5340098,0.35381696,0.7370857,0.43907794,0.2980078,Best Fit,TMDT,15,1,2
682,6.0,8.0,13.0,7.0,22.0,14.0,0.1875,0.25,0.40625,0.21875,0.6875,0.4375,-0.27279574,-0.078564584,0.9069894,0.7614583,0.04452023,0.42092726,0.9069894,0.7614583,0.14553115,Best Fit,MKT,19,2,2
683,10.0,16.0,12.0,24.0,24.0,18.0,0.3125,0.5,0.375,0.75,0.75,0.5625,-0.34044403,-0.06092279,0.72018415,0.47799718,-0.6597894,0.39266574,0.72018415,0.47799718,0.242187,Great Fit,MKT,26,2,2
684,4.0,6.0,6.0,4.0,0.0,8.0,0.125,0.1875,0.1875,0.125,0.0,0.25,0.6838841,0.47940573,-0.43450448,-0.2048163,0.30420682,0.30492425,0.6838841,0.47940573,0.20447832,Great Fit,CNTT,27,2,2
685,12.0,6.0,11.0,2.0,1.0,1.0,0.375,0.1875,0.34375,0.0625,0.03125,0.03125,-0.010902104,-0.30844283,-0.7845513,-0.683071,0.69247615,-0.7379263,0.69247615,-0.010902104,0.70337826,Great Fit,TTDPT,13,2,1
686,0.0,12.0,0.0,13.0,1.0,17.0,0.0,0.375,0.0,0.40625,0.03125,0.53125,0.56177735,0.63767153,0.10950581,0.17711286,-0.5337697,0.6858074,0.6858074,0.63767153,0.0481359,Great Fit,KETOAN,26,2,3
687,14.0,17.0,15.0,11.0,14.0,17.0,0.4375,0.53125,0.46875,0.34375,0.4375,0.53125,0.83538663,0.72778934,0.12223557,0.19338477,0.19643965,0.5525906,0.83538663,0.72778934,0.107597314,Best Fit,CNTT,25,1,3
688,6.0,17.0,5.0,3.0,9.0,7.0,0.1875,0.53125,0.15625,0.09375,0.28125,0.21875,0.66609865,0.5962147,0.1639844,-0.09079153,-0.26223972,0.2911077,0.66609865,0.5962147,0.06988395,Great Fit,CNTT,64,2,4
689,1.0,1.0,4.0,3.0,15.0,1.0,0.03125,0.03125,0.125,0.09375,0.46875,0.03125,-0.5955151,-0.38336617,0.7871665,0.51345164,-0.12007283,0.035796706,0.7871665,0.51345164,0.27371484,Best Fit,MKT,14,2,2
690,3.0,13.0,17.0,15.0,27.0,22.0,0.09375,0.40625,0.53125,0.46875,0.84375,0.6875,-0.17812473,0.0134168845,0.9282,0.72513473,-0.106566995,0.5992443,0.9282,0.72513473,0.20306526,Best Fit,MKT,19,2,2
691,11.0,29.0,15.0,6.0,2.0,9.0,0.34375,0.90625,0.46875,0.1875,0.0625,0.28125,0.6744935,0.3752478,-0.460502,-0.6283962,0.18966305,-0.09219368,0.6744935,0.3752478,0.29924566,Great Fit,CNTT,31,2,3
692,12.0,0.0,0.0,2.0,2.0,26.0,0.375,0.0,0.0,0.0625,0.0625,0.8125,0.48736742,0.63872695,0.07172743,0.58813995,-0.15819187,0.66064495,0.66064495,0.63872695,0.021918014,Great Fit,KETOAN,27,1,4
693,20.0,7.0,10.0,16.0,17.0,22.0,0.625,0.21875,0.3125,0.5,0.53125,0.6875,-0.081031896,0.20753212,0.20358165,0.6732167,-0.3228433,0.37732634,0.6732167,0.37732634,0.29589033,Great Fit,TMDT,31,1,1
694,9.0,11.0,14.0,0.0,3.0,8.0,0.28125,0.34375,0.4375,0.0,0.09375,0.25,0.46827912,0.1528613,-0.4206467,-0.36763602,0.7526499,-0.1503477,0.7526499,0.46827912,0.28437075,Best Fit,TTDPT,17,2,2
695,5.0,4.0,9.0,13.0,17.0,20.0,0.15625,0.125,0.28125,0.40625,0.53125,0.625,-0.17112216,0.11785959,0.7654645,0.8810764,-0.2555899,0.69595957,0.8810764,0.7654645,0.11561195,Best Fit,TMDT,60,1,2
696,12.0,15.0,20.0,19.0,24.0,16.0,0.375,0.46875,0.625,0.59375,0.75,0.5,-0.6566318,-0.5274183,0.737147,0.38274217,0.05939201,0.047159225,0.737147,0.38274217,0.35440484,Best Fit,MKT,28,2,3
697,19.0,21.0,18.0,15.0,9.0,19.0,0.59375,0.65625,0.5625,0.46875,0.28125,0.59375,0.7385274,0.46843117,-0.7261142,-0.52256835,0.26424563,-0.009328631,0.7385274,0.46843117,0.27009624,Best Fit,CNTT,35,2,3
698,14.0,12.0,20.0,6.0,8.0,12.0,0.4375,0.375,0.625,0.1875,0.25,0.375,0.16972679,-0.13662867,-0.45529422,-0.35132203,0.92564553,-0.31734183,0.92564553,0.16972679,0.75591874,Best Fit,TTDPT,25,1,3
699,9.0,9.0,8.0,12.0,5.0,21.0,0.28125,0.28125,0.25,0.375,0.15625,0.65625,0.5260964,0.6020769,-0.006448114,0.36766854,-0.18619487,0.68829674,0.68829674,0.6020769,0.08621987,Great Fit,KETOAN,19,1,2
700,1.0,1.0,4.0,19.0,18.0,18.0,0.03125,0.03125,0.125,0.59375,0.5625,0.5625,-0.33514887,-0.021553205,0.69666237,0.7116237,-0.4826467,0.5380037,0.7116237,0.69666237,0.014961351,Great Fit,TMDT,26,2,3
701,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,-0.6483904,-0.36785284,0.7299298,0.466331,-0.44668296,0.05090125,0.7299298,0.466331,0.26359883,Best Fit,MKT,16,2,1
702,3.0,5.0,9.0,19.0,24.0,27.0,0.09375,0.15625,0.28125,0.59375,0.75,0.84375,-0.16507156,0.1368215,0.80148536,0.8512404,-0.3756253,0.71144944,0.8512404,0.80148536,0.04975506,Best Fit,TMDT,50,2,2
703,24.0,26.0,7.0,14.0,17.0,19.0,0.75,0.8125,0.21875,0.4375,0.53125,0.59375,0.6760405,0.74996537,-0.10865973,0.013931647,-0.6126979,0.27581552,0.74996537,0.6760405,0.073924914,Best Fit,ATTT,33,1,3
704,16.0,16.0,19.0,18.0,25.0,27.0,0.5,0.5,0.59375,0.5625,0.78125,0.84375,0.011375779,0.27092394,0.827468,0.9526762,-0.14107555,0.7814899,0.9526762,0.827468,0.12520815,Best Fit,TMDT,17,1,2
705,0.0,9.0,14.0,0.0,1.0,0.0,0.0,0.28125,0.4375,0.0,0.03125,0.0,0.07347939,-0.27022097,-0.2549204,-0.55408746,0.7525651,-0.3572462,0.7525651,0.07347939,0.67908573,Best Fit,TTDPT,15,1,1
706,14.0,27.0,16.0,11.0,12.0,25.0,0.4375,0.84375,0.5,0.34375,0.375,0.78125,0.95267284,0.8352225,-0.016865445,0.028032938,-0.037873548,0.59924436,0.95267284,0.8352225,0.117450364,Best Fit,CNTT,41,2,3
707,7.0,12.0,9.0,17.0,15.0,14.0,0.21875,0.375,0.28125,0.53125,0.46875,0.4375,-0.17886202,0.06628725,0.6379602,0.43761244,-0.6525952,0.49981835,0.6379602,0.49981835,0.13814186,Great Fit,MKT,20,2,2
708,16.0,14.0,24.0,10.0,10.0,8.0,0.5,0.4375,0.75,0.3125,0.3125,0.25,-0.18860568,-0.5273528,-0.55591726,-0.6497198,0.90520203,-0.7145977,0.90520203,-0.18860568,1.0938077,Best Fit,TTDPT,22,1,2
709,3.0,7.0,3.0,6.0,12.0,16.0,0.09375,0.21875,0.09375,0.1875,0.375,0.5,0.33545303,0.6108321,0.7973086,0.89734465,-0.4730266,0.961352,0.961352,0.89734465,0.06400737,Best Fit,KETOAN,19,2,2
710,16.0,15.0,17.0,16.0,18.0,17.0,0.5,0.46875,0.53125,0.5,0.5625,0.53125,-0.5040908,-0.30267933,0.71269196,0.7468758,0.205554,0.24405833,0.7468758,0.71269196,0.034183837,Best Fit,TMDT,19,2,2
711,2.0,2.0,10.0,16.0,18.0,20.0,0.0625,0.0625,0.3125,0.5,0.5625,0.625,-0.3155117,-0.052320167,0.7310821,0.7677296,-0.21487233,0.57403445,0.7677296,0.7310821,0.03664752,Best Fit,TMDT,45,2,3
712,6.0,1.0,9.0,1.0,4.0,9.0,0.1875,0.03125,0.28125,0.03125,0.125,0.28125,0.06597227,0.010366644,-0.0073712356,0.34010845,0.68293875,0.16755858,0.68293875,0.34010845,0.34283027,Great Fit,TTDPT,14,1,2
713,14.0,14.0,14.0,10.0,8.0,17.0,0.4375,0.4375,0.4375,0.3125,0.25,0.53125,0.7597089,0.58253026,-0.43640545,-0.084542535,0.34747246,0.30840498,0.7597089,0.58253026,0.1771786,Best Fit,CNTT,18,1,2
714,8.0,5.0,9.0,3.0,9.0,9.0,0.25,0.15625,0.28125,0.09375,0.28125,0.28125,0.018003492,0.05473185,0.3262804,0.54208946,0.50529665,0.21861278,0.54208946,0.50529665,0.036792837,Good Fit,TMDT,16,2,1
715,16.0,27.0,10.0,11.0,9.0,12.0,0.5,0.84375,0.3125,0.34375,0.28125,0.375,0.73715115,0.56978446,-0.37543508,-0.48961765,-0.23711562,0.019944532,0.73715115,0.56978446,0.16736671,Best Fit,CNTT,32,2,4
716,7.0,15.0,8.0,15.0,12.0,13.0,0.21875,0.46875,0.25,0.46875,0.375,0.40625,0.27031496,0.392462,0.38917917,0.13975604,-0.7078454,0.52947026,0.52947026,0.392462,0.1370083,Good Fit,KETOAN,19,2,2
717,15.0,10.0,10.0,14.0,14.0,30.0,0.46875,0.3125,0.3125,0.4375,0.4375,0.9375,0.39798558,0.6069938,0.30273935,0.7297802,-0.2667542,0.8014597,0.8014597,0.7297802,0.07167952,Best Fit,KETOAN,27,2,2
718,13.0,24.0,2.0,9.0,13.0,16.0,0.40625,0.75,0.0625,0.28125,0.40625,0.5,0.77895993,0.8546235,0.14727274,0.12342933,-0.6586168,0.5277571,0.8546235,0.77895993,0.07566356,Best Fit,ATTT,22,1,3
719,13.0,19.0,25.0,16.0,19.0,16.0,0.40625,0.59375,0.78125,0.5,0.59375,0.5,-0.21735248,-0.43451068,0.16358091,-0.19894344,0.70000875,-0.19599149,0.70000875,0.16358091,0.53642786,Great Fit,TTDPT,18,1,2
720,19.0,21.0,12.0,25.0,20.0,18.0,0.59375,0.65625,0.375,0.78125,0.625,0.5625,-0.023265583,0.1841389,0.09855098,0.010824651,-0.9197498,0.12827954,0.1841389,0.12827954,0.055859357,Good Fit,ATTT,14,1,2
721,12.0,5.0,0.0,0.0,13.0,16.0,0.375,0.15625,0.0,0.0,0.40625,0.5,0.37049818,0.6264413,0.4501415,0.78781456,-0.35425243,0.6424571,0.78781456,0.6424571,0.14535742,Best Fit,TMDT,19,1,2
722,10.0,15.0,18.0,17.0,22.0,17.0,0.3125,0.46875,0.5625,0.53125,0.6875,0.53125,-0.40367407,-0.25857252,0.8523635,0.52505624,-0.020372124,0.33487523,0.8523635,0.52505624,0.32730725,Best Fit,MKT,27,1,3
723,10.0,10.0,14.0,16.0,17.0,17.0,0.3125,0.3125,0.4375,0.5,0.53125,0.53125,-0.40501565,-0.15815844,0.7316824,0.7254559,-0.1492033,0.49188966,0.7316824,0.7254559,0.006226541,Best Fit,MKT,14,2,2
724,26.0,25.0,8.0,27.0,15.0,20.0,0.8125,0.78125,0.25,0.84375,0.46875,0.625,0.32998583,0.42140204,-0.35399222,-0.2146264,-0.75103116,0.04992474,0.42140204,0.32998583,0.0914162,Good Fit,ATTT,30,2,1
725,13.0,12.0,11.0,16.0,23.0,15.0,0.40625,0.375,0.34375,0.5,0.71875,0.46875,-0.44224146,-0.09356631,0.8453096,0.7256535,-0.54024464,0.32629612,0.8453096,0.7256535,0.1196561,Best Fit,MKT,20,2,2
726,0.0,4.0,0.0,21.0,18.0,11.0,0.0,0.125,0.0,0.65625,0.5625,0.34375,-0.39858332,-0.09402725,0.636392,0.49536672,-0.6765051,0.35935888,0.636392,0.49536672,0.14102526,Great Fit,MKT,34,2,3
727,11.0,25.0,9.0,20.0,27.0,17.0,0.34375,0.78125,0.28125,0.625,0.84375,0.53125,0.10237289,0.31129822,0.6796048,0.34136453,-0.75561994,0.4465505,0.6796048,0.4465505,0.23305431,Great Fit,MKT,15,1,1
728,0.0,12.0,25.0,3.0,7.0,0.0,0.0,0.375,0.78125,0.09375,0.21875,0.0,-0.1850563,-0.47835934,-0.099562205,-0.4478066,0.77679,-0.410575,0.77679,-0.099562205,0.87635225,Best Fit,TTDPT,14,2,1
729,17.0,31.0,15.0,22.0,16.0,19.0,0.53125,0.96875,0.46875,0.6875,0.5,0.59375,0.6147532,0.52164453,-0.1678219,-0.39558354,-0.47765622,0.18481575,0.6147532,0.52164453,0.0931087,Great Fit,CNTT,41,2,2
730,4.0,4.0,24.0,13.0,5.0,1.0,0.125,0.125,0.75,0.40625,0.15625,0.03125,-0.58336604,-0.8215562,-0.29634643,-0.5082289,0.74778664,-0.6353103,0.74778664,-0.29634643,1.0441331,Best Fit,TTDPT,14,1,1
731,3.0,0.0,24.0,6.0,17.0,22.0,0.09375,0.0,0.75,0.1875,0.53125,0.6875,-0.22621395,-0.19200535,0.47081783,0.5469066,0.5380218,0.31724158,0.5469066,0.5380218,0.008884798,Good Fit,TMDT,17,2,2
732,13.0,10.0,22.0,32.0,26.0,31.0,0.40625,0.3125,0.6875,1.0,0.8125,0.96875,-0.4163867,-0.19616054,0.4974553,0.5713266,-0.16503675,0.3947448,0.5713266,0.4974553,0.0738713,Good Fit,TMDT,20,2,2
733,3.0,14.0,11.0,15.0,21.0,11.0,0.09375,0.4375,0.34375,0.46875,0.65625,0.34375,-0.30047458,-0.13350296,0.8181057,0.38226458,-0.35649583,0.3121219,0.8181057,0.38226458,0.4358411,Best Fit,MKT,38,2,3
734,11.0,22.0,8.0,23.0,12.0,20.0,0.34375,0.6875,0.25,0.71875,0.375,0.625,0.44546258,0.529277,0.049769938,-0.007500433,-0.72013056,0.4820368,0.529277,0.4820368,0.047240254,Good Fit,ATTT,20,2,2
735,8.0,8.0,18.0,2.0,8.0,7.0,0.25,0.25,0.5625,0.0625,0.25,0.21875,-0.070185035,-0.33095106,-0.13880946,-0.21347588,0.9415741,-0.31646562,0.9415741,-0.070185035,1.0117592,Best Fit,TTDPT,15,1,1
736,29.0,30.0,9.0,6.0,6.0,22.0,0.90625,0.9375,0.28125,0.1875,0.1875,0.6875,0.84694266,0.73997396,-0.45863777,-0.21493115,-0.12650697,0.16155456,0.84694266,0.73997396,0.10696872,Best Fit,CNTT,16,1,2
737,3.0,11.0,11.0,6.0,16.0,9.0,0.09375,0.34375,0.34375,0.1875,0.5,0.28125,-0.100595064,-0.03282781,0.81336933,0.42999148,0.049109913,0.3365067,0.81336933,0.42999148,0.38337788,Best Fit,MKT,17,2,2
738,5.0,19.0,10.0,5.0,20.0,14.0,0.15625,0.59375,0.3125,0.15625,0.625,0.4375,0.35773805,0.4364756,0.73129165,0.442392,-0.20959727,0.56605583,0.73129165,0.56605583,0.16523585,Best Fit,MKT,14,1,1
739,1.0,21.0,8.0,8.0,18.0,18.0,0.03125,0.65625,0.25,0.25,0.5625,0.5625,0.48654947,0.5798369,0.7008801,0.44806543,-0.3674032,0.75386083,0.75386083,0.7008801,0.052980702,Best Fit,KETOAN,18,2,2
740,15.0,18.0,11.0,5.0,6.0,14.0,0.46875,0.5625,0.34375,0.15625,0.1875,0.4375,0.87795925,0.6810033,-0.4434144,-0.27077731,0.14828424,0.15659411,0.87795925,0.6810033,0.19695593,Best Fit,CNTT,18,2,2
741,24.0,24.0,9.0,8.0,8.0,13.0,0.75,0.75,0.28125,0.25,0.25,0.40625,0.68683386,0.5574435,-0.54358923,-0.39448392,-0.13670984,-0.0879347,0.68683386,0.5574435,0.12939039,Great Fit,CNTT,21,1,3
742,10.0,5.0,16.0,15.0,18.0,18.0,0.3125,0.15625,0.5,0.46875,0.5625,0.5625,-0.5189922,-0.3170971,0.5811546,0.69086504,0.14422777,0.30111477,0.69086504,0.5811546,0.10971043,Great Fit,TMDT,24,2,4
743,14.0,17.0,8.0,3.0,19.0,23.0,0.4375,0.53125,0.25,0.09375,0.59375,0.71875,0.6319743,0.7866971,0.52234715,0.6889052,-0.25296324,0.7676403,0.7866971,0.7676403,0.019056788,Best Fit,ATTT,17,1,1
744,6.0,23.0,2.0,16.0,9.0,14.0,0.1875,0.71875,0.0625,0.5,0.28125,0.4375,0.57800233,0.6239833,0.10175457,-0.067314774,-0.7158468,0.46053392,0.6239833,0.57800233,0.045981042,Great Fit,ATTT,24,2,2
745,5.0,9.0,7.0,24.0,25.0,25.0,0.15625,0.28125,0.21875,0.75,0.78125,0.78125,-0.19488801,0.12988225,0.7638368,0.74800706,-0.5876303,0.6495644,0.7638368,0.74800706,0.015829692,Best Fit,MKT,23,2,2
746,4.0,21.0,7.0,20.0,16.0,21.0,0.125,0.65625,0.21875,0.625,0.5,0.65625,0.3641665,0.51446545,0.5033226,0.3271229,-0.6704229,0.71395355,0.71395355,0.51446545,0.19948807,Great Fit,KETOAN,22,2,3
747,4.0,2.0,1.0,12.0,15.0,16.0,0.125,0.0625,0.03125,0.375,0.46875,0.5,-0.14328887,0.2208102,0.7396578,0.8639956,-0.5962824,0.685837,0.8639956,0.7396578,0.12433779,Best Fit,TMDT,29,1,2
748,2.0,16.0,2.0,14.0,4.0,15.0,0.0625,0.5,0.0625,0.4375,0.125,0.46875,0.582275,0.6282066,0.09710921,0.044387743,-0.5907001,0.60281694,0.6282066,0.60281694,0.025389671,Great Fit,ATTT,33,2,2
749,14.0,11.0,9.0,29.0,27.0,30.0,0.4375,0.34375,0.28125,0.90625,0.84375,0.9375,-0.18197432,0.16728885,0.61620957,0.73969,-0.6459289,0.6061639,0.73969,0.61620957,0.123480454,Best Fit,TMDT,44,2,2
750,19.0,25.0,16.0,13.0,13.0,15.0,0.59375,0.78125,0.5,0.40625,0.40625,0.46875,0.7144306,0.48263893,-0.4689787,-0.55133075,0.01710201,-0.10002266,0.7144306,0.48263893,0.23179165,Great Fit,CNTT,32,1,4
751,5.0,25.0,4.0,8.0,8.0,14.0,0.15625,0.78125,0.125,0.25,0.25,0.4375,0.8032677,0.7594936,0.11036668,-0.06230212,-0.44045302,0.51281637,0.8032677,0.7594936,0.043774173,Best Fit,CNTT,14,1,1
752,3.0,14.0,26.0,8.0,8.0,0.0,0.09375,0.4375,0.8125,0.25,0.25,0.0,-0.26517066,-0.5698726,-0.1999644,-0.5738896,0.73434067,-0.53525174,0.73434067,-0.1999644,0.9343051,Best Fit,TTDPT,18,3,2
753,11.0,9.0,17.0,9.0,12.0,11.0,0.34375,0.28125,0.53125,0.28125,0.375,0.34375,-0.37017465,-0.539957,-0.0056747617,-0.026863411,0.9262666,-0.31749192,0.9262666,-0.0056747617,0.9319414,Best Fit,TTDPT,17,2,2
754,8.0,12.0,19.0,11.0,7.0,10.0,0.25,0.375,0.59375,0.34375,0.21875,0.3125,-0.061585367,-0.39377782,-0.37426934,-0.5419385,0.81307214,-0.3538468,0.81307214,-0.061585367,0.8746575,Best Fit,TTDPT,26,2,2
755,16.0,16.0,25.0,22.0,28.0,19.0,0.5,0.5,0.78125,0.6875,0.875,0.59375,-0.7611727,-0.64887637,0.63881767,0.37281898,0.22897303,-0.073387586,0.63881767,0.37281898,0.26599866,Great Fit,MKT,27,2,3
756,3.0,24.0,8.0,23.0,19.0,25.0,0.09375,0.75,0.25,0.71875,0.59375,0.78125,0.34355056,0.49781176,0.54426086,0.3645887,-0.64025223,0.73312104,0.73312104,0.54426086,0.18886018,Best Fit,KETOAN,27,2,2
757,9.0,6.0,30.0,15.0,14.0,11.0,0.28125,0.1875,0.9375,0.46875,0.4375,0.34375,-0.5934119,-0.7568221,-0.042671442,-0.16454116,0.8171936,-0.4148748,0.8171936,-0.042671442,0.85986507,Best Fit,TTDPT,22,2,3
